id,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,label,elevation,MNDWI,NDBI,NDVI,BSI
1_sample,2710,2100,871,1078,1342,1510,1872,1995,2088,2235,6,0.239685059,-0.430834213,0.129637349,0.217492711,0.155897875
2_sample,2930,2588.5,1037,1514,1889,2088,2565.5,2661.5,2912,2773,6,-29.65774536,-0.318631863,0.003081137,0.213080608,0.099224453
3_sample,2871,2419.5,915.5,1138,1424,1602,1999.5,2125.5,2255,2287,6,-0.865905762,-0.432277376,0.120171674,0.225876597,0.150626214
4_sample,3111.4,2701.625,1438.066667,1830.625,2142.421053,2536.266667,2527.294118,2587.5,2392.470588,2595.047619,6,0.873291016,-0.25915996,0.130622514,0.055139032,0.156674115
5_sample,2152,1725,664,883,1148,1323,1520,1637,1774,1819,6,1.815734863,-0.418121911,0.096281202,0.214236824,0.15022656
6_sample,5733,4156,3108,3960,4724,4888,5030,4997,4980,4687,6,1.613067627,-0.182915506,0.070288435,0.026380874,0.127743327
7_sample,3660,3031.5,1079,1362,1624,1743,2080,2219,2369,2423.5,6,-0.313476563,-0.457586619,0.214131697,0.186576509,0.210261109
8_sample,2690,2055,835,1068,1312,1500,1866,2052,2248,2249,6,0.632263184,-0.43161256,0.089509923,0.262921348,0.129710656
9_sample,2778.5,2180,735.1764706,987.1904762,1318.941176,1570.4375,2089.166667,2291,2343.2,2453,6,0.309509277,-0.475692183,0.084991311,0.279688514,0.142013741
10_sample,1600,1467.5,1176,1425,1553,1501.5,1622.5,1678,1784,1682.5,6,-2.438049316,-0.05785124,-0.054373522,0.069223854,0.03157206
11_sample,1494,1433,1081.5,996,1334.5,1651,1554,1477,1493.5,1381,6,2.261755466,-0.2,0.000167364,0.056223479,0.046914037
12_sample,3134.5,2817.5,431,674,1465,1729,1823.5,1915.5,1901,1952.5,6,10.38347626,-0.646054877,0.244960778,0.1295306,0.32712977
13_sample,3456.5,2753,932.5,1189,1409,1678.5,1996.5,2172,2168,2393,6,0.121704102,-0.48810677,0.22908703,0.212188985,0.221566658
14_sample,3478,2929,1060,1314,1526,1779,2096,2239,2276,2467,6,0.06652832,-0.451585977,0.208898158,0.197264598,0.2
15_sample,2987,2208.5,741,1009.5,1228,1631.5,2207.5,2440.5,2512.5,2725,6,1.117431641,-0.494807957,0.086280571,0.343403288,0.128740711
16_sample,3872,3468,1551,1869,2240,2472,2526.5,2568,2537,2758.5,6,7.889175415,-0.348893921,0.208300827,0.062172912,0.198431373
17_sample,3471,2469,1272,1660,2186,2500,3103,3189,2786,3215,6,31.97711945,-0.352952641,0.109477385,0.120675784,0.164590839
18_sample,2064,1792,1092,1278,1358,1552,1599,1689,1571,1677,6,-2.777160645,-0.23518851,0.13562586,0.072721065,0.12473295
19_sample,2527,2174.5,1307,1618,2026,2266,2329,2389,2358,2349.5,6,3.729553223,-0.219300362,0.034595701,0.075729927,0.108055488
20_sample,6607.333333,5205.5,3592,4392,5333,5993,5995.5,6070,5998,6249,6,22.21520996,-0.201406146,0.048339327,0.058688554,0.109163815
21_sample,5288,3231,1544,2222,3050,3303,3479,3489,3382,3302,6,0.10546875,-0.408255659,0.219838524,0.051616915,0.257237636
22_sample,2963.5,2648,1000.4,1428,1908,1973.5,2141,2254,2424,2309,6,-0.075805664,-0.349652738,0.100139211,0.119113573,0.174435565
23_sample,3470,2838,916,1140,1362,1711,2028,2187,2082,2418,6,-0.517211914,-0.505422993,0.25,0.209059233,0.234227331
24_sample,2593,1894,872,1080,1238,1616,1842,1967,2141,2107,6,2.914703369,-0.411924857,0.09547951,0.267238828,0.119520748
25_sample,3418,2619,958,1243,1500.5,1726.5,2092.5,2259,2406,2456.5,6,0.082885742,-0.466638061,0.173763736,0.231793165,0.187684878
26_sample,2386,1855,861,1046,1260,1470,1823,1901,2026,2079,6,0.093383789,-0.39044289,0.081595648,0.233110164,0.116179397
27_sample,2829,2252,833,1066,1316,1547,1881,2018,2176,2214,6,-0.233825684,-0.452631579,0.13046953,0.246277205,0.158792284
28_sample,5923,4563,2564,3486,4046,4450,4491,4470,4456,4240,6,1.772247314,-0.259007333,0.141343097,0.048223947,0.173582907
29_sample,2473,1824,766,983,1198,1421,1756,1985,1980,2212,6,0.090026855,-0.431134259,0.11071188,0.246066709,0.144148356
30_sample,5363,4449,2078,2656,3416,3713,3834,3975,4068,4186,6,0.036010742,-0.337573263,0.137313116,0.087119188,0.17641541
31_sample,2253,1837,724,944,1324,1478,1693,1828,2106,2018,6,1.357299805,-0.409446356,0.033723331,0.227988338,0.116591228
32_sample,3857,2804.333333,1458.333333,1913.2,2284,2505.666667,2780,3015.2,3253,3366.625,6,0.133850098,-0.336868739,0.084950774,0.175004515,0.131738182
33_sample,2583,1894,800,1004,1262,1446,1860,1996,2142,2189,6,-0.03125,-0.440200725,0.093333333,0.258519389,0.133048475
34_sample,2020,1611,583,837,1078,1256,1652,1813,1892,1935,6,-0.388366699,-0.414070704,0.032719836,0.274074074,0.111788983
35_sample,2930,2588.5,1116,1515,1836,2088,2565.5,2661.5,2923.5,2773,6,-37.69271851,-0.318335208,0.001110447,0.228490388,0.082505252
36_sample,2942,2530,940,1160,1446,1635,2005,2130,2296,2351,6,0.627990723,-0.434422233,0.123329515,0.227151256,0.151101784
37_sample,2617,1901,814,1032,1266,1491,1860,2026,2110,2163,6,-0.393981934,-0.43436558,0.107256188,0.25,0.140884384
38_sample,2636,2211,1411,1698,2131,2428.5,2537,2617.5,2447.5,2569.5,6,6.779846191,-0.216428242,0.037080751,0.069127443,0.105327227
39_sample,2005,1914,988,1144,1168,1531,1534,1670,1613,1879,6,-0.149925709,-0.273420133,0.108347153,0.160014383,0.099064773
40_sample,4747.5,4197.5,1919,2677,3497,3463.5,3580.5,3639.5,3870,3644.5,6,-4.69909668,-0.278873998,0.101827676,0.050631193,0.174974169
41_sample,5112,3129,1534,2154,2946,3162,3297,3312,3372,3224,6,0.381835938,-0.407101569,0.205091938,0.067426401,0.243134835
42_sample,2587,2025,830,1062,1270,1465,1853,1975,2008,2132,6,0.600585938,-0.417922719,0.126006529,0.225137279,0.152203137
43_sample,3418,2750,1071,1398,1638,1815,2168,2340,2360,2509,6,-0.015991211,-0.419435216,0.183108342,0.180590295,0.191469306
44_sample,2852,2332,884,1130,1404,1634,1968,2097,2234,2272,6,0.67175293,-0.432446007,0.121510028,0.228147334,0.15432601
45_sample,3535,2760,895,1188,1498,1713,1991,2112,2218,2320,6,0.311157227,-0.496929917,0.22892404,0.193756728,0.235698502
46_sample,3078,2734,1060,1560,2242,2496,2569,2640,2658,2634,6,10.64074707,-0.327296248,0.073221757,0.084897959,0.177251604
47_sample,3350.5,2666.5,827.5,1029,1271.5,1451.5,1775.5,1930,1998,2161,6,0.246582031,-0.530083343,0.252874638,0.22220523,0.241221887
48_sample,2432.5,1800,509.5,697,956.5,1149,1372.5,1512,1615,1765.5,6,-0.444702148,-0.554561432,0.201976529,0.25607622,0.22934615
49_sample,2578,1932,555,813,962.5,1264,1524,1634,2005.5,1856.5,6,24.10621643,-0.520495429,0.124904549,0.351415094,0.160629405
50_sample,4826.25,4507.5,1444.666667,2054,2745.5,3047.333333,3268,3433.5,3544,3601,6,3.49017334,-0.402928673,0.153191362,0.126957628,0.205652679
51_sample,2089,1645,738,911,1168,1368,1655,1809,1914,2020,6,0.049072266,-0.392666667,0.043717212,0.242050616,0.102386191
52_sample,2736,2165,1108,1372,1484,1689,1899,2026,2248,2141,6,3.003204346,-0.332035054,0.097913323,0.20471597,0.114044351
53_sample,3470,2838,943,1192,1428,1711,2028,2187,2174,2418,6,-0.466308594,-0.488631489,0.22962438,0.207107163,0.222208359
54_sample,3505,2773.5,963,1206,1463,1694,1972.5,2134,2219,2349.5,6,0.625,-0.488006793,0.224668064,0.205323194,0.219141104
55_sample,2152,1623,703,875.5,1087,1246.5,1492.5,1587,1704,1731.5,6,-0.915771484,-0.421635012,0.116182573,0.221067718,0.147360963
56_sample,3989,3205.142857,2060.857143,2793.2,3275.5,3342,3448.4,3493,3854.6,3384.666667,6,2.133056641,-0.17631447,0.017134989,0.081219057,0.102355633
57_sample,5567,3332,1488,2260,3220,3592,3736,3726,3506,3453,6,0.872314453,-0.422511818,0.2271575,0.042521558,0.275234018
58_sample,1555,1415,980,1274,1452,1520,1435,1484,1592,1504,6,-2.252424717,-0.099328385,-0.011757229,0.045992116,0.077970963
59_sample,4217.5,3507,1354,1686,2006,2224,2424.5,2575,2646,2767,6,0.678344727,-0.428813416,0.228964814,0.137575236,0.217489118
60_sample,3482,2893,1046,1318,1563,1768,2080.5,2248,2287,2428.5,6,0.102905273,-0.450833333,0.207141619,0.188051948,0.204344712
61_sample,2412.5,1824.5,805,1012,1264,1457.5,1865,2057,2212,2271,6,0.029296875,-0.408964812,0.043356038,0.272727273,0.098528423
62_sample,1674,1576,1078,1172,1202,1290,1312,1354,1290,1317,6,2.952453613,-0.176387913,0.129554656,0.035313002,0.096872616
63_sample,2380.5,2082.5,1052,1413,1903,2029,2086,2123,2114,2055,6,0.740570068,-0.255041518,0.059294694,0.052526761,0.150010068
64_sample,1997.5,1363.5,684.5,1010,1431,1655.5,2396,2622.5,2766,2825,6,-2.258850098,-0.328345802,-0.161330954,0.318084346,-0.003198139
65_sample,3138,3155,2220,2508,2670,2792,2689,2890,2798,2820,6,-2.5753479,-0.111583422,0.057277628,0.023408925,0.072972474
66_sample,2836,2595,1224,1754,2330,2584,2722,2771,2710,2714,6,7.730834961,-0.235729847,0.022719077,0.075396825,0.135384615
67_sample,4988,2926,1484,2054,2830,2992,3134,3170,3174,3051,6,-0.022705078,-0.416642999,0.222249449,0.057295137,0.25328631
68_sample,5106,3149,1462,2072,2844,3062,3202,3259,3240,3135,6,0.231689453,-0.422680412,0.223580158,0.065088757,0.256718305
69_sample,2790.5,2496,414.5,680,1466,1579.5,1626.5,1686.5,1815,1772,6,10.38347626,-0.60812563,0.211811964,0.106370009,0.312519272
70_sample,5012,3146,1462,2188,2964,3238,3339,3337,3348,3163,6,0.527099609,-0.392222222,0.199043062,0.060836502,0.247614578
71_sample,4233,4534,1253,1314,1405,1578.5,1628.5,1951,2099,2801.5,5,-4.044921875,-0.526230395,0.33701832,0.198059361,0.254282536
72_sample,2924,3376,1194,1402,1542,1608,1581,1567,1546,1652,5,-0.822631836,-0.351826167,0.308277405,0.001295337,0.23952262
73_sample,1579,1715,491,598,702,799,824,879,875,897,5,0.583129883,-0.450620119,0.286878566,0.109701966,0.250891143
74_sample,2401,2888,632,755,919,1305,1305,1337,1040,1426,5,2.573364258,-0.521546261,0.395524557,0.061766207,0.330128205
75_sample,1066.5,1062,383,468.5,560.5,809,796.5,818,553,805,5,-0.412597656,-0.389576547,0.317073171,-0.006735519,0.26960593
76_sample,1213,1252,513,449,511,673,663,714,595,883,5,-1.947387695,-0.459687124,0.341814159,0.075949367,0.217514124
77_sample,608,611,246,309,282,478,491,513,297,511,5,6.920288086,-0.32606325,0.343646409,0.025906736,0.242149337
78_sample,2055,1827,960,985,1048,1641,1749,1726,1098,1918,5,-1.972232819,-0.351973684,0.303520457,0.023299161,0.202480139
79_sample,1815,1890,543,653,781,1005,1078,1112,927,1136,5,1.098266602,-0.47082658,0.323851204,0.085480094,0.276930644
80_sample,2274.5,2571,1038.5,1034,826.5,903,939.5,1021.5,1170,1341.5,5,-9.773193359,-0.374943328,0.320656118,0.172051089,0.168094924
81_sample,736,741.5,281,344.5,398.5,511,478.5,504.5,386.5,498.5,5,-0.546142578,-0.362332254,0.311358575,-0.015286624,0.259156493
82_sample,2345.5,2189,783.6666667,1009.6,1156,1620.166667,1641.2,1892.75,1270,1958.666667,5,5.79284668,-0.39816995,0.29746923,0.046990932,0.260628244
83_sample,2267,2618,756,804,830,926,923,1044,1246,1446,5,1.018554688,-0.476392055,0.290634785,0.200385356,0.21474799
84_sample,2406,2449,827,950,998,1299,1389,1564,1180,1672,5,-3.310791016,-0.433849821,0.341885109,0.083562902,0.258177786
85_sample,913,876,414,349.5,403,828,827,800,490,856,5,11.10949707,-0.446336634,0.301496793,0.097424412,0.185585586
86_sample,1592,1243,535,585,666,984,946,1074,800,1084,5,1.694824219,-0.46256316,0.331103679,0.091405184,0.256888394
87_sample,3237,3535,1082,1308,1464,1560,1666,1599,1598,1656,5,3.446289063,-0.424422442,0.338986556,0.043762247,0.273811137
88_sample,3976,4348,1492,1832,1882,2400,2561,2627,2228,2730,5,-1.275287628,-0.369146006,0.281753707,0.084184915,0.223219879
89_sample,2764,2932,1142,1044,1106,1290,1368,1695,1478,2025,5,4.1328125,-0.451680672,0.303158887,0.143962848,0.192604006
90_sample,2715.5,2969.5,1188,1210,1189,1419,1437.5,1500.5,1467.5,1874.5,5,-1.131652832,-0.383518023,0.298350466,0.104837192,0.190396341
91_sample,1832,1819,812,852,874,1638,1616,1449,893,1508,5,0.71616745,-0.365126677,0.344587156,0.010752688,0.226932668
92_sample,719,694,262,300,330,479,543,518,382,547,5,-37.10995483,-0.411187439,0.306085377,0.073033708,0.239220319
93_sample,1538,1820,744,775,781,1006,1108,1095,836,1114,5,0.932617188,-0.329874622,0.295703454,0.034013605,0.189535778
94_sample,2318,2639,747,872,1070,1112,1196,1212,1198,1221,5,1.915405273,-0.453291536,0.3185438,0.05643739,0.270579411
95_sample,1070,1088,423,512,507,740,726,787,558,800,5,1.798583984,-0.352718078,0.314496314,0.047887324,0.232994527
96_sample,1246,1186,480,595,658,1060,1048,1041,684,1000,5,5.693359375,-0.353612167,0.29119171,0.019374069,0.241199478
97_sample,3298,3250,1566,1058,1056,1180,1142,1489,1828,2165,5,-1.145019531,-0.514233242,0.286773313,0.267683773,0.123902943
98_sample,941,873,357,390,456,664,657.1666667,669.25,454.375,676.8,5,12.26574707,-0.413974455,0.348741378,-0.001784979,0.265183676
99_sample,1019,1056,444,496,542,764,756,783,565,775,5,10.54589844,-0.345214521,0.286616162,0.020776874,0.214785992
100_sample,1299,1237,373,446,463,814,828,846,521,977,5,4.741088867,-0.488825215,0.427472527,0.058943089,0.326807229
101_sample,2318,2639,747,872,1070,1112,1196,1212,1198,1221,5,1.915405273,-0.453291536,0.3185438,0.05643739,0.270579411
102_sample,2347,1997,517.5,778.5,1110,1524,1677.5,1705,1306,1677,5,2.172424316,-0.501839706,0.284971257,0.081125828,0.309345706
103_sample,1272,1396,525,530,566,604,590,726,659,930,5,0.929931641,-0.411764706,0.317452097,0.075918367,0.216412971
104_sample,895,896,366,460,500,635.5,651,629.5,503,668.5,5,0.921264648,-0.32103321,0.280400572,0.002991027,0.232332155
105_sample,2924,3376,1020,1158,1324,1608,1581,1567,1418,1652,5,-0.822631836,-0.432631063,0.346844772,0.034281546,0.270714927
106_sample,1758,1727,783,821,851,1120,1129,1226,977,1374,5,-1.045043945,-0.363319116,0.285557587,0.06892779,0.194323644
107_sample,1127,926,488,518,535,791,798,777,587,820,5,-0.21295166,-0.370212766,0.315052509,0.046345811,0.214468396
108_sample,1310,1254,430,437,468,550,593,726,568,951,5,9.870422363,-0.499713795,0.395101171,0.096525097,0.280979827
109_sample,2970.5,2842,1171,1383,1510.5,2212.5,2214.5,2261.5,1565,2179.5,5,-1.307525635,-0.364649133,0.309888656,0.017720696,0.241790218
110_sample,2257,2461,473,585,678,1123,1128,1189,927,1216,5,0.583129883,-0.588318086,0.417713568,0.155140187,0.354094579
111_sample,2005,2097,691,824,944,1138,1125,1278,1102,1406,5,0.846191406,-0.417462001,0.290634052,0.077223851,0.243778996
112_sample,2956.5,3203.5,1045,1004.5,829.5,984.5,1056.5,1289,1499.5,1801,5,-5.668151855,-0.492804847,0.326974865,0.287677115,0.196114051
113_sample,2248,2055,988,949,1036,1154,1191,1370,1208,1646,5,-0.862792969,-0.406318424,0.300925926,0.076648841,0.198540146
114_sample,1579,1715,506,626,737,799,824,879,869,897,5,0.583129883,-0.432199546,0.29003268,0.082191781,0.254944459
115_sample,1926,1863,697,816,916,1585,1671,1731,1063,1667,5,-0.298633575,-0.404814004,0.288725326,0.074279939,0.235115167
116_sample,1802,1996,556,650,731,836,896,961,982,1183,5,2.854858398,-0.469820555,0.29454023,0.146526562,0.244411692
117_sample,701,718.5,250.5,247.5,225,445.5,537,583.5,346,516,5,-2.525192261,-0.478123353,0.339063992,0.211908932,0.216420361
118_sample,1143,1373,419,447,521,518,525,554,611,608,5,2.700805664,-0.437735849,0.303306727,0.0795053,0.235337788
119_sample,1540,1649,436,533,635,843,903,956,858,1008,5,0.689453125,-0.485769416,0.28440367,0.149363697,0.253963678
120_sample,3147,3235,1190,1448,1584,2078,2069,1997,1770,2103,5,-1.063354492,-0.369749728,0.28004881,0.055456172,0.230269146
121_sample,1213,1267,459,528,611,891,855,899,650,907,5,8.842773438,-0.393452039,0.302200751,0.030927835,0.243777702
122_sample,2274.5,2571,1089,1050,796,903,939.5,1021.5,1183.5,1341.5,5,-9.911010742,-0.368326064,0.315500289,0.195756504,0.149354295
123_sample,955,982,284,339,407,606,602,594,414,634,5,7.707397461,-0.476043277,0.395178963,0.008526188,0.322330097
124_sample,943,960,401,452,489,787,788,778,475,769,5,19.48693848,-0.351971326,0.330042313,-0.014522822,0.240901213
125_sample,1765,1641.75,697.5,813.6666667,856,1172.666667,1132.583333,1295.5,988,1394.75,5,-0.915283203,-0.368924509,0.282237559,0.071583514,0.217229769
126_sample,1502,1233,462,587,595,1247,1266,1433,724,1434,5,5.5,-0.438008617,0.34950584,0.097801365,0.2774901
127_sample,1946,2281,661,757,921,974,992,1046,1044,1083,5,2.573364258,-0.439881613,0.301672241,0.06259542,0.25415573
128_sample,1351.5,1221.5,692.5,774.5,699,1240,1233,1252,734.5,1230,5,12.75750732,-0.271401693,0.2957814,0.024764562,0.179295471
129_sample,1856,1603.666667,637.5,545.5,556.5,694,774,1190.8,911.6666667,1526.428571,5,4.211303711,-0.545700604,0.341201975,0.241911681,0.21792175
130_sample,1146,913,492,462,503,731,678,810,537,778,5,-0.335205078,-0.425373134,0.361853832,0.032692308,0.231516057
131_sample,2009.5,2269,872.5,833,614.5,768.5,831,879.5,923.5,1160,5,-2.68170166,-0.413896218,0.370269349,0.200910273,0.187330317
132_sample,1322,1026,488,514,563,817,803,865,616,875,5,-0.335205078,-0.440087146,0.364293086,0.04495335,0.261291402
133_sample,1564.5,1451.5,456,421.4,469.6666667,1016.222222,999,1266.5,680.2,1236,5,5.18347168,-0.575608037,0.393950194,0.183093692,0.28323748
134_sample,1425,1089,548,683,753,964,1045,1211,728,1110,5,3.385353088,-0.35199241,0.323734324,-0.016880486,0.261146497
135_sample,1381.5,1194.5,491.25,464.3846154,467.7142857,703.75,705,1105,695.3333333,1258.5,5,8.937011719,-0.49684329,0.330390819,0.195709139,0.21827244
136_sample,1797,1427.5,602,799,928,1391,1384.5,1384,973,1347.5,5,0.917358398,-0.384437596,0.297472924,0.023671752,0.26744186
137_sample,2406,2361,1314,1356,1498,2242,1987,2160,1312,1823,5,1.48507309,-0.279106858,0.294244217,-0.066192171,0.195712098
138_sample,1457,1395,682,742,777,1058,1023,1055,807,1029,5,6.771842957,-0.325147794,0.287102473,0.018939394,0.20010744
139_sample,2363,2277,939,988.5,1027.166667,1555,1506.25,1632,1299.333333,1911,5,-1.28894043,-0.410114874,0.29043415,0.116985457,0.204643037
140_sample,1502,1233,495,531,470,1247,1266,1433,645,1434,5,5.5,-0.477619282,0.399161621,0.156950673,0.267352185
141_sample,2208,1808,703,932,1032,1298,1490,1571,1648,1625,3,0.062042236,-0.406369427,0.145228216,0.229850746,0.159005545
142_sample,3732.333333,3320,1506.25,2204.4,3098,3296.8,3299.166667,3306.75,3345.333333,3148,3,0.206665039,-0.257369373,0.054679037,0.038385929,0.169385732
143_sample,1554,1559,993,1104,1264,1354,1338,1400,1360,1382,3,0.367431641,-0.169300226,0.066575154,0.036585366,0.089924579
144_sample,1765,1754.5,1129,1291,1474,1545.5,1558,1616.5,1584,1602,3,0.050292969,-0.155104712,0.054045984,0.035971223,0.088373656
145_sample,1629,1660,1076,1196,1374,1515,1466,1495,1452,1488,3,0.032714844,-0.153274336,0.05744888,0.027600849,0.085879588
146_sample,1576,1600,1030,1154,1320,1404,1382,1422,1400,1424,3,0.041381836,-0.154578755,0.059139785,0.029411765,0.087495306
147_sample,1504,1534,1094,1196,1336,1381,1363,1408,1376,1383,3,0.273803711,-0.114074074,0.044444444,0.014749263,0.069679849
148_sample,1668,1727,1107,1250,1418,1425,1406,1434,1510,1437,3,0.108154297,-0.143248801,0.049716803,0.031420765,0.082237419
149_sample,1256,1142.5,649.5,779.5,963,1079.5,1069.5,1132.5,1124,1118,3,0.000793457,-0.234094817,0.055462185,0.077144226,0.11158422
150_sample,1629,1660,1148,1270,1446,1515,1466,1495,1528,1488,3,0.258300781,-0.123835805,0.031992398,0.027572293,0.069379238
151_sample,1557,1528,930,1034,1180,1249,1240,1302,1276,1358,3,0.172851563,-0.201852567,0.09918814,0.039087948,0.107424641
152_sample,798,708,630,655,712,833,823,816,721,810,3,0.123657227,-0.098417068,0.050691244,0.00628053,0.055574974
153_sample,3446,3095,1439,2001,2822,2909,2979.25,3032.25,2994,2848.5,3,0.461791992,-0.265283642,0.070186335,0.02957359,0.171479301
154_sample,1828.5,1818,1055,1222,1482,1632.5,1628,1680.5,1688,1677,3,0.092651367,-0.198819866,0.0399545,0.064984227,0.093747419
155_sample,4207,4026,1588,2000,2334,2480,2498,2660,2908,2780,3,0.24597168,-0.355566296,0.182572031,0.109500191,0.185285857
156_sample,2685.5,2265.5,1124,1459,1702.857143,1831,1914.333333,2008.125,1973.714286,2034.666667,3,0.084106445,-0.295934371,0.152769474,0.073671122,0.172405897
157_sample,1534,1582,1040,1170,1300,1377,1351,1407,1362,1375,3,0.141967773,-0.134615385,0.059392265,0.023290759,0.08250573
158_sample,1783.5,1767.5,1162,1320,1541,1599.5,1575.5,1631.5,1648,1628.5,3,0.092651367,-0.149347511,0.039487105,0.033552838,0.083869916
159_sample,2759,1414.5,1712,2259,2663,2977.5,2995,3076,2942.5,3036.5,3,0.942817688,-0.099641291,-0.032184513,0.049861743,0.07616732
160_sample,3512.4,2729,973.3333333,1358.4,1780.5,2280.666667,2534,2677.5,2673.333333,2870.666667,3,0.600341797,-0.44222715,0.135645464,0.20046402,0.184151357
161_sample,3139,3034,2096,2339,2362,2565.5,2574.5,2593,2392,2533.5,3,0.451202393,-0.1460387,0.135056952,0.006310475,0.101411553
162_sample,883,766,769,851,944,923,981,1011,1003,966,3,0.05166626,-0.018454441,-0.063626723,0.03030303,0.015282023
163_sample,2743.25,1890.75,1504.333333,1758.5,2194,2456.1,2470.125,2550.555556,2469.714286,2602.545455,3,0.37121582,-0.218748265,0.052472202,0.059119035,0.10808778
164_sample,1541,1558,1004,1116,1258,1338,1325,1381,1382,1399,3,0.010375977,-0.159954836,0.054396168,0.046969697,0.079652845
165_sample,1489,1372,624,756,894,1091,1289,1375,1132,1407,3,0.791992188,-0.326503341,0.136207554,0.117472853,0.151485866
